_ID (Object),Accession Number,Temp ID,Artist Sort Name,Display Artist,Display Title,Display Medium,Display Dimensions,Display Create Date,City,County,Feature Description,TGN ID,Geoname,Historic place,Neighborhood,Direction,Guess,Extent,State Province,Object Type,Media Filepath ,EMA web address
48844,94.422.A-F,ST1998.0560.A-F,"Watkins, Carleton E.",Carleton E. Watkins,San Francisco Bay. Golden Gate from Telegraph Hill,albumen prints,25 in. x 120 1/4 in. (63.5 cm x 305.44 cm),ca. 1884,San Francisco,San Francisco,Golden Gate,1114135,,Golden Gate,Telegraph Hill,,,,California,photograph,I:\Images\04_Web\1994\94.422.A-F.jpg,http://www.sfmoma.org/explore/collection/artwork/48844
48852,,ST1998.0562,"Watkins, Carleton E.",Carleton E. Watkins,The Golden Gate from Telegraph Hill,albumen print,15 3/4 in. x 20 5/8 in. (40.01 cm x 52.39 cm),ca. 1868,San Francisco,San Francisco,Golden Gate,1114135,,Golden Gate,,horizontal,,,California,photograph,I:\Images\04_Web\ST\ST1998.0562.jpg,http://www.sfmoma.org/explore/collection/artwork/48852
48856,,ST1998.0566,"Watkins, Carleton E.",Carleton E. Watkins,"Golden Gate, San Francisco, number 669 from the Pacific Coast series",stereograph,3 in. x 6 in. (7.62 cm x 15.24 cm),1867,San Francisco,San Francisco,Golden Gate,1114135,,Golden Gate,,,,,California,photograph,I:\Images\04_Web\ST\ST1998.0566.jpg,http://www.sfmoma.org/explore/collection/artwork/48856
15019,84.1539,,"Worden, Willard E.",Willard E. Worden,"Ships on the Bay, Golden Gate",gelatin silver print,3 15/16 in. x 9 13/16 in. (10 cm x 24.92 cm),1904,San Francisco,San Francisco,Golden Gate,1114135,,Golden Gate,San Francisco Bay,,,,California,photograph,I:\Images\04_Web\1984\84.1539_01_B04.jpg,http://www.sfmoma.org/explore/collection/artwork/15019
108291,2002.59,PH02.059,"Hyde, Philip",Philip Hyde,"Lake Almanor, California",gelatin silver print,8 in. x 10 in. (20.32 cm x 25.4 cm),1951,Lake Almanor,Plumas,Lake Almanor,1115395,,,,,,,California,photograph,I:\Images\04_Web\2002\2002.59.jpg,http://www.sfmoma.org/explore/collection/artwork/108291
18594,97.153,PH9728,"Dane, Bill",Bill Dane,"Lake Tahoe, California",gelatin silver print,5 in. x 7 in. (12.7 cm x 17.78 cm),ca. 1975,,,Lake Tahoe,1118320,,Lake Tahoe,,,,,California,photograph,I:\Images\04_Web\1997\97.153.jpg,http://www.sfmoma.org/explore/collection/artwork/18594
102642,2004.813,PH2000214,"Dawson, Robert",Robert Dawson,"Private Property, Lake Tahoe",gelatin silver print,10 1/16 in. x 13 1/8 in. (25.56 cm x 33.34 cm),1988,,,Lake Tahoe,1118320,,Lake Tahoe,,,,,California,photograph,I:\Images\04_Web\2004\2004.813_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/102642
8025,91.265,,"Sultan, Larry",Larry Sultan,"Lake Tahoe, from the series Pictures from Home",chromogenic print,20 in. x 24 in. (50.8 cm x 60.96 cm),1984,,,Lake Tahoe,1118320,,,,horizontal,,,California,photograph,I:\Images\04_Web\1991\91.265_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/8025
14679,39.201,,"Weston, Edward",Edward Weston,"Potato Cellar, Lake Tahoe",gelatin silver print,7 9/16 in. x 9 1/2 in. (19.21 cm x 24.13 cm),1937,Lake Tahoe,,Lake Tahoe,1118320,,,,,,,California,photograph,I:\Images\04_Web\1939\39.201_01_B04.jpg,
10092,84.1493,,"Adams, Ansel",Ansel Adams,"White Branches, Mono Lake, California, from Portfolio VII",gelatin silver print,19 1/2 in. x 15 5/16 in. (49.53 cm x 38.89 cm),1950; printed 1976,,Mono,Mono Lake,1118978,,Mono Lake,,,,,California,photograph,I:\Images\04_Web\1984\84.1493.jpg,http://www.sfmoma.org/explore/collection/artwork/10092
12148,84.308,,"Holmes, Joe",Joe Holmes,Mono Lake and Clouds,gelatin silver print,,"1975, 1979",,Mono,Mono Lake,1118978,,,,,,,California,photograph,I:\Images\04_Web\1984\84.308.jpg,
13413,79.82,,"Ross, Donald",Donald Ross,"Abandoned Car-South Shore, Mono Lake",gelatin silver print,,1968,Mono Lake,Mono,Mono Lake,1118978,,,,,,,California,photograph,I:\Images\04_Web\1979\79.82.jpg,
14613,85.514,,"Weston, Brett",Brett Weston,Untitled (Mono Lake),gelatin silver print,,1955,,Mono,Mono Lake,1118978,,Mono Lake,,,,,California,photograph,I:\Images\04_Web\1985\85.514.jpg,
14616,85.517,,"Weston, Brett",Brett Weston,Untitled (Mono Lake),gelatin silver print,,1955,,Mono,Mono Lake,1118978,,Mono Lake,,,,,California,photograph,I:\Images\04_Web\1985\85.517.jpg,
9172,93.393,,"Garnett, William A.",William A. Garnett,"Ancient Shore-line, Salton Sea, California",gelatin silver print,"11 x 14""",1957,,,Salton Sea,1118990,,,,,,,California,photograph,I:\Images\04_Web\1993\93.393.jpg,
16608,95.921,,"Misrach, Richard",Richard Misrach,"Diving Board, Salton Sea",chromogenic print,30 in. x 40 in. (76.2 cm x 101.6 cm),1983,,,Salton Sea,1118990,,,,,,,California,photograph,I:\Images\04_Web\1995\95.921_01_B04.jpg,http://www.sfmoma.org/explore/collection/artwork/16608
17787,96.315,,"Norfleet, Barbara",Barbara Norfleet,"Naval Weapons Testing Base: 45 Square Miles, the Salton Sea, CA",gelatin silver print,16 in. x 20 in. (40.64 cm x 50.8 cm),1989,,,Salton Sea,1118990,,,,,,,California,photograph,I:\Images\04_Web\1996\96.315.jpg,
140971,,PGPH11.061,"Garnett, William A.",William A. Garnett,"Soda Lake, Carrizo Plain, California ",dye destruction print,11 in. x 14 in. (27.94 cm x 35.56 cm),1978,,San Luis Obispo,"Soda Lake, Carrizo Plain",1119207,,"Soda Lake, Carrizo Plain",,,,,California,photograph,,
120762,2005.226.B,PH05.052.B,"Watkins, Carleton E.",Carleton E. Watkins,Donner Lake,albumen print,7 1/16 in. x 7 1/16 in. (17.94 cm x 17.94 cm),ca. 1868,,Nevada,Donner Lake,1119712,,Donner Lake,,,,,California,photograph,I:\Images\04_Web\2005\2005.226.B_01_b04.jpg,
120760,2005.226.A-B,PH05.052.A-B,"Watkins, Carleton E.",Carleton E. Watkins,Summit Station and Donner Lake,two albumen prints,16 1/4 in. x 7 1/16 in. (41.28 cm x 17.94 cm),ca. 1868,,Nevada,Donner Lake,1119712,,Donner Lake,,,,,California,photograph,I:\Images\04_Web\2005\2005.226.A-B_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/120760
48851,97.69,ST1998.0561,"Watkins, Carleton E.",Carleton E. Watkins,Donner Lake from the Summit,albumen print,14 9/16 in. x 20 7/16 in. (36.99 cm x 51.91 cm),1875,,Nevada,Donner Lake,1119712,,Donner Lake,,,,,California,photograph,I:\Images\04_Web\1997\97.69_01_d04.jpg,http://www.sfmoma.org/explore/collection/artwork/48851
107598,2003.29,PH02.007,"Halverson, Karen",Karen Halverson,"Cosumnes River Preserve, California",chromogenic print,28 in. x 36 in. (71.12 cm x 91.44 cm),2000,,,Cosumnes River,1123085,,,,horizontal,,,California,photograph,I:\Images\04_Web\2003\2003.29_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/107598
107599,2003.28,PH02.008,"Halverson, Karen",Karen Halverson,"Buckeye Tree, Cosumnes River Preserve, California",chromogenic print,36 in. x 28 in. (91.44 cm x 71.12 cm),2000,,Sacramento,Cosumnes River,1123085,,Cosumnes River Preserve,,vertical,,,California,photograph,I:\Images\04_Web\2003\2003.28.jpg,http://www.sfmoma.org/explore/collection/artwork/107599
103075,2000.575,PH2000265,"Adams, Ansel",Ansel Adams,"Tenaya Creek, Dogwood, Rain, Yosemite National Park, California",gelatin silver print,15 1/4  x 15 15/16 in. (38.74  x 40.48 cm),ca. 1948,,Mariposa,Tenaya Creek,1134803,,Yosemite,,,,,California,photograph,I:\Images\04_Web\2000\2000.575_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/103075
107329,2001.417,PH01.531,"Adams, Ansel",Ansel Adams,"Tenaya Creek, Dogwood, Rain, Yosemite Valley, California",gelatin silver print,15 5/16  x 19 1/2 in. (38.89  x 49.53 cm),ca. 1948; printed 1980,,Mariposa,Tenaya Creek,1134803,,Yosemite,,,,,California,photograph,I:\Images\04_Web\2001\2001.417.jpg,
104704,2002.391,PH01.124,"Watkins, Carleton E.",Carleton E. Watkins,"Pohono, Bridal Veil, 900 Feet, Yo Semite",albumen print,15 7/8 in. x 20 3/4 in. (40.32 cm x 52.71 cm),1861,,Mariposa,Bridalveil Fall,1135607,,Yosemite,,,,,California,photograph,I:\Images\04_Web\2002\2002.391_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/104704
10028,74.52.83,,"Adams, Ansel",Ansel Adams,"Upper Yosemite Fall, Yosemite Valley",gelatin silver print,9 3/4 in. x 7 1/4 in. (24.77 cm x 18.42 cm),ca. 1950; printed ca. 1972,,Mariposa,Upper Yosemite Fall,1135716,,Yosemite,,,,,California,photograph,I:\Images\04_Web\1974\74.52.83.jpg,
19795,76.114,,"Adams, Ansel",Ansel Adams,"Yosemite Falls, Yosemite Valley",gelatin silver print,7 7/8 in. x 9 3/8 in. (20 cm x 23.81 cm),ca. 1932-1934,,Mariposa,Upper Yosemite Fall,1135716,,Yosemite Falls,,,Feature: Description,Upper Yosemite was the only geocode available for the falls,California,photograph,I:\Images\04_Web\1976\76.114.jpg,http://www.sfmoma.org/explore/collection/artwork/19795
136639,2011.9,PH10.124,"Babcock, Jo",Jo Babcock,Yosemite Falls ,chromogenic print,40 3/4 in. x 51 1/2 in. (103.51 cm x 130.81 cm),1994,,Mariposa,Upper Yosemite Fall,1135716,,Yosemite Falls,,,Feature: Description,Upper Yosemite was the only geocode available for the falls,California,photograph,I:\Images\04_Web\2011\2011.90_01_E04.jpg,http://www.sfmoma.org/explore/collection/artwork/136639
102764,2004.825,PH2000229,"Watkins, Carleton E.",Carleton E. Watkins,Yosemite Waterfall,albumen print,12 in. x 8 in. (30.48 cm x 20.32 cm),ca. 1870,,Mariposa,Upper Yosemite Fall,1135716,,Yosemite,,,,,California,photograph,I:\Images\04_Web\2004\2004.825_01_e04.jpg,
121321,2006.22,PH05.105,"Watkins, Carleton E.",Carleton E. Watkins,"Mirror View of Upper Yosemite Fall, 1,600 Feet, Yosemite",albumen print,21 1/2 in. x 14 15/16 in. (54.61 cm x 37.94 cm),ca. 1878-1881,,Mariposa,Upper Yosemite Fall,1135716,,Yosemite,,vertical,,,California,photograph,I:\Images\04_Web\2006\2006.22_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/121321
134763,,PGPH09.026,"Watkins, Carleton E.",Carleton E. Watkins,"Yosemite Falls, View from the Bottom, Yosemite",albumen print,21 in. x 15 1/8 in. (53.34 cm x 38.42 cm),ca. 1878,,Mariposa,Upper Yosemite Fall,1135716,,Yosemite,,,,,California,photograph,I:\Images\04_Web\PGPH\PGPH09.026.jpg,
102961,1644.43,1644.43,"Weston, Brett",Brett Weston,Untitled (Humboldt),gelatin silver print,,1936,Humboldt,Humboldt,Humboldt County,2000181,,,,,,,California,photograph,,
15170,95.389,,"Cunningham, Imogen",Imogen Cunningham,In Mendocino Woods,gelatin silver print,9 1/8  x 9 1/4 in. (23.18  x 23.5 cm),1971,,Mendicino,Mendicino County,2000185,,Mendocino,,,,,California,photograph,I:\Images\04_Web\1995\95.389_01_B04.jpg,
15065,73.33.6,,"Worth, Don",Don Worth,"The Pacific, Mendocino County, Calif (Late Evening), 1971",gelatin silver print,,,,Mendicino,Mendocino County,2000185,,,,,,,California,photograph,I:\Images\04_Web\1973\73.33.6.jpg,
146697,2012.245,PH12.146,"Ruwedel, Mark",Mark Ruwedel,"Shoe Tree #2 (Modoc County, California)",chromogenic print,8 in. x 10 in. (20.32 cm x 25.4 cm),2000,,Modoc,Modoc County,2000186,,,,,,,California,photograph,"S:\Photography\Accessions\Fauci Ruwedel\Additional donations\Shoe Tree 2 Modoc County CA, 2000.jpg",http://www.sfmoma.org/explore/collection/artwork/146697
111578,2003.253,PH03.007,"Hall, Doug",Doug Hall,"Gene Autry Rock, Alabama Hills, California",chromogenic print,50 in. x 62 1/2 in. (127 cm x 158.75 cm),2002,,Inyo,Alabama Hills,2009904,,Alabama Hills,,,,,California,photograph,I:\Images\04_Web\2003\2003.253_01_d04.jpg,http://www.sfmoma.org/explore/collection/artwork/111578
11223,80.473,,"Dane, Bill",Bill Dane,"Albany, California",gelatin silver print,9 in. x 13 1/2 in. (22.86 cm x 34.29 cm),1972,Albany,Alameda,Albany,2009919,,,Pierce Street,,,,California,photograph,I:\Images\04_Web\1980\80.473.jpg,http://www.sfmoma.org/explore/collection/artwork/11223
8100,91.267,,"Wessel, Henry",Henry Wessel,"Albany, California",gelatin silver print,8 in. x 11 7/8 in. (20.32  x 30.16 cm),1972,Albany,Alameda,Albany,2009919,,,,,,,California,photograph,I:\Images\04_Web\1991\91.267.jpg,http://www.sfmoma.org/explore/collection/artwork/8100
8101,91.268,,"Wessel, Henry",Henry Wessel,"Albany, California",gelatin silver print,8 in. x 11 7/8 in. (20.32 cm x 30.16 cm),1972,Albany,Alameda,Albany,2009919,,,,,,,California,photograph,I:\Images\04_Web\1991\91.268_01_g04.jpg,http://www.sfmoma.org/explore/collection/artwork/8101
29423,1850.43,,"Noskowiak, Sonya",Sonya Noskowiak,Mill at Albion,gelatin silver print,7 9/16 in. x 9 9/16 in. (19.21 cm x 24.29 cm),1937,Albion,Mendicino,Albion,2009922,,,,,,,California,photograph,I:\Images\04_Web\1943\1850.43.jpg,
29426,1728.43,,"Noskowiak, Sonya",Sonya Noskowiak,"Lumber Mill Interior at Albion, California",gelatin silver print,9 in. x 7 9/16 in. (22.86 cm x 19.21 cm),1937,Albion,Mendicino,Albion,2009922,,,,,,,California,photograph,I:\Images\04_Web\1943\1728.43.jpg,
29432,1934.43,,"Noskowiak, Sonya",Sonya Noskowiak,Lumber Mill at Albion California,gelatin silver print,7 1/2 in. x 9 7/16 in. (19.05 cm x 23.97 cm),1939,Albion,Mendicino,Albion,2009922,,,,,,,California,photograph,I:\Images\04_Web\1943\1934.43.jpg,
112021,2004.98.A-WWW,PH03.022.A-WWW,"Braun & Co., C.F.",C.F. Braun & Co.,Studies of a Modern Manufacturing Plant,gelatin silver prints,12 in. x 9 in. (30.48 cm x 22.86 cm),ca. 1940,Alhambra,Los Angeles,Alhambra,2009929,,,,vertical,,,California,photograph,I:\Images\04_Web\2004\2004.98.A-WWW_01_b04.jpg,
147288,2012.393,PH12.197,"Vignes, Michelle",Michelle Vignes,At Altamont Rock Festival,gelatin silver print,8 in. x 12 in. (20.32 cm x 30.48 cm),1969,,Alameda,Altamont,2009952,,Altamont,,,,,California,photograph,,http://www.sfmoma.org/explore/collection/artwork/147288
124218,,PST0827,"Tiktinsky, Michael",Michael Tiktinsky,"Amador City, California",digital permanent ink print,12 1/2 in. x 12 5/8 in. (31.75 cm x 32.07 cm),2003,Amador City,Amador,Amador City,2009961,,,,,,,California,photograph,I:\Images\04_Web\PST\PST0827.jpg,
140896,,PGPH11.047,"Sultan, Larry",Larry Sultan,"Cul-de-sac, Antioch, from the series Homeland",chromogenic print,56 in. x 68 in. (142.24 cm x 172.72 cm),2008,Antioch,Contra Costa,Antioch,2010004,,,,,,Add City,California,photograph,C:\Documents and Settings\lsutcliffe\Local Settings\Temporary Internet Files\Content.Outlook\SGNSRSH2\07_Cul-de-sac Antioch  2008.jpg,
127938,,PST1028,"Aronow, Abraham",Abraham Aronow,"Summer Light, Arcada Bottoms, Arcada, CA",gelatin silver print,,2005,Arcada,Humboldt,Arcata,2010034,,,,,Arcada? Or Arcata?,,California,photograph,I:\Images\Exhibition\Sack Collection\PST1028.jpg,
15537,95.61,,"Ericson, Augustus William",Augustus William Ericson,"In the Redwoods: N. and S. Bolt Claim, near Arcata, California; P. A. Hanson, Foreman",albumen print,7 3/4 in. x 9 1/4 in. (19.69 cm x 23.5 cm),ca. 1900,Arcata,Humboldt,Arcata,2010034,,,,,,,California,photograph,I:\Images\04_Web\1995\95.61.jpg,http://www.sfmoma.org/explore/collection/artwork/15537
32054,,ST1998.0137,"Ericson, Augustus William",Augustus William Ericson,"“Sunny Grove,” Home of C.W. Duse, near Arcata, California",gelatin silver print,7 1/4 in. x 9 5/8 in. (18.42 cm x 24.45 cm),1890s,Arcata,Humboldt,Arcata,2010034,,,,,,,California,photograph,I:\Images\04_Web\ST\ST1998.0137.jpg,http://www.sfmoma.org/explore/collection/artwork/32054
32055,,ST1998.0138,"Ericson, Augustus William",Augustus William Ericson,Arcata Wharf,albumen print from a glass negative,7 3/4 in. x 9 1/2 in. (19.69 cm x 24.13 cm),1896,Arcata,Humboldt,Arcata,2010034,,,,,,,California,photograph,I:\Images\04_Web\ST\ST1998.0138.jpg,http://www.sfmoma.org/explore/collection/artwork/32055
9901,35.3393.A-B,35.3393.A-B,"Adams, Ansel",Ansel Adams,"Diego Rivera Painting the Fresco “Still Life and Blossoming Almond Trees” [formerly at Sigmund Stern House, Atherton, California]",gelatin silver print,,1930-1931,Atherton,San Mateo  ,Atherton,2010073,,"Mrs. Sigmund Stern's Dining Room,  Atherton, CA",,,,,California,photograph,I:\Images\04_Web\1935\35.3393_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/9901
9900,35.3392,,"Adams, Ansel",Ansel Adams,"Detail of Diego Rivera Fresco “Still Life and Blossoming Almond Trees” [formerly at Sigmund Stern House, Atherton, California]",gelatin silver print,7 1/8 in. x 9 7/16 in. (18.1 cm x 23.97 cm),1930-1931,Atherton,San Mateo  ,Atherton,2010073,,"Mrs. Sigmund Stern's Dining Room,  Atherton, CA",,horizontal,,,California,photograph,I:\Images\04_Web\1935\35.3392_01_g04.jpg,
9899,35.3391,35.3391,"Adams, Ansel",Ansel Adams,"Diego Rivera Fresco “Still Life and Blossoming Almond Trees” [formerly at Sigmund Stern House, Atherton, California]",gelatin silver print,6 3/4 in. x 9 7/16 in. (17.15 cm x 23.97 cm),1930-1931,Atherton,San Mateo  ,Atherton,2010073,,"Mrs. Sigmund Stern's Dining Room,  Atherton, CA",,horizontal,,,California,photograph,I:\Images\04_Web\1935\35.3391_01_g04.jpg,
9898,35.339,35.339,"Adams, Ansel",Ansel Adams,"Diego Rivera Painting the Fresco “Still Life and Blossoming Almond Trees” [formerly at Sigmund Stern House, Atherton, California]",gelatin silver print,7 in. x 9 5/16 in. (17.78 cm x 23.65 cm),1930-1931,Atherton,San Mateo  ,Atherton,2010073,,"Mrs. Sigmund Stern's Dining Room,  Atherton, CA",,horizontal,,,California,photograph,I:\Images\04_Web\1935\35.3390_01_g04.jpg,http://www.sfmoma.org/explore/collection/artwork/9898
19791,64.3,,"Adams, Ansel",Ansel Adams,"Detail of Diego Rivera Fresco “Still Life and Blossoming Almond Trees” [formerly at Sigmund Stern House, Atherton, California]",gelatin silver print,6 3/4 in. x 9 1/2 in. (17.15 cm x 24.13 cm),1930-1931,Atherton,San Mateo  ,Atherton,2010073,,"Mrs. Sigmund Stern's Dining Room,  Atherton, CA",,horizontal,,,California,photograph,I:\Images\04_Web\1964\64.30.jpg,
19793,64.31,,"Adams, Ansel",Ansel Adams,"Diego Rivera Fresco ""Still Life and Blossoming Almond Trees"" [formerly at Sigmund Stern House, Atherton, California]",gelatin silver print,8 3/8 in. x 11 5/8 in. (21.27 cm x 29.53 cm),1930-1931,Atherton,San Mateo  ,Atherton,2010073,,"Mrs. Sigmund Stern's Dining Room,  Atherton, CA",,horizontal,,,California,photograph,I:\Images\04_Web\1964\64.31.jpg,
119906,35.3393.B,35.3393.B,"Adams, Ansel",Ansel Adams,"Diego Rivera Painting the Fresco “Still Life and Blossoming Almond Trees” [formerly at Sigmund Stern House, Atherton, California]",gelatin silver print,8 5/16 in. x 11 1/16 in. (21.11 cm x 28.1 cm),1930-1931,Atherton,San Mateo  ,Atherton,2010073,,"Mrs. Sigmund Stern's Dining Room,  Atherton, CA",,horizontal,,,California,photograph,I:\Images\04_Web\1935\35.3393_01_b04.jpg,
120354,35.3393.A,35.3393.A,"Adams, Ansel",Ansel Adams,"Diego Rivera Painting the Fresco “Still Life and Blossoming Almond Trees” [formerly at Sigmund Stern House, Atherton, California]",gelatin silver print,6 3/4 in. x 9 7/16 in. (17.15 cm x 23.97 cm),1930-1931,Atherton,San Mateo  ,Atherton,2010073,,"Mrs. Sigmund Stern's Dining Room,  Atherton, CA",,horizontal,,,California,photograph,I:\Images\04_Web\1935\35.3393_01_b04.jpg,
9907,41.2985.B,,"Adams, Ansel",Ansel Adams,"Untitled [Wisteria at Sigmund and Rosalie Stern Residence, Atherton, California]",gelatin silver print ,11 in. x 15 in. (27.94 cm x 38.1 cm),ca. 1929,Atherton,San Mateo  ,Atherton,2010073,,The Sigmund Stern Residence,,,,,California,photograph,I:\Images\04_Web\1941\41.2985.B.jpg,
9906,41.2985.113.2,,"Adams, Ansel",Ansel Adams,"Untitled [Wisteria at Sigmund and Rosalie Stern Residence, Atherton, California]",gelatin silver print ,11 in. x 15 in. (27.94 cm x 38.1 cm),ca. 1929,Atherton,San Mateo  ,Atherton,2010073,,The Sigmund Stern Residence,,,,,California,photograph,I:\Images\04_Web\1941\41.2985.113.2.jpg,
